ident,name,runway,latitude,longitude
06PA,Freefall Oz Airport,Ceres,-78.288152,41.995792
06PN,Schiavoni Heliport,Harrisburg,-76.772533,40.382733
06PS,Cherokee Island Castle Heliport,West Homestead,-79.9213028,40.40230179
06R,Grawunder Field,Bellville,-96.24610138,29.94190025
06SN,Beyer Farm Airport,Derby,-97.25309753,37.58390045
06TA,Glaser Field,Buckholts,-97.11689758,30.90850067
06TE,Ainsworth Airport,Cleveland,-95.02690125,30.31270027
06TN,Hunter STOLport,Columbia,-86.95690155,35.69729996
06TS,Roscoe Mc Connico Airport,Kerens,-96.179101,32.120701
06TX,Diamond N Ranch Airport,Hockley,-95.81289673,30.05760002
06VA,Mount Horeb Field,Grottoes,-78.8553009,38.24900055
06WA,N A Degerstrom Yard Heliport,Spokane,-117.197998,47.68629837
06WI,Young Private Airport,Frederic,-92.45020294,45.66270065
06WN,Western Airpark,Yelm,-122.5530014,46.92499924
06XS,Campbell Field,Aubrey,-97.04419708,33.3246994
06Y,Herman Municipal Airport,Herman,-96.16059875,45.83000183
07AA,Pan Lake Strip Airport,Willow,-149.9549028,61.6959639
07AL,Tac X Stagefield Army Heliport,Fort Rucker/Samson,-85.97910309,31.12520027
07AR,Morrilton Airport,Morrilton,-92.80020142,35.19449997
07AZ,John C Lincoln Hospital Heliport,Phoenix,-112.0690002,33.56669998
07B,Blue Hill Airport,Blue Hill,-68.56970215,44.44800186
07CA,West Side Hospital Heliport,Taft,-119.4509964,35.13890076
07CL,Richvale Airport,Richvale,-121.7710037,39.49769974
07CO,Comanche Creek Airport,Kiowa,-104.427002,39.2635994
07CT,Tnt Heliport,Salem,-72.24960327,41.45289993
07D,Tackaberry Airport,Avoca,-82.72380066,43.0644989
07FA,Ocean Reef Club Airport,Key Largo,-80.27480316,25.3253994
07FD,Flying G Ranch STOLport,Lee,-83.283796,30.417999
07FL,Southwest Florida Regional Medical Center Heliport,Fort Myers,-81.85949707,26.60540009
07GA,Alcovy Airport,Covington,-83.76309967,33.67499924
07I,Lake Monroe Seaplane Base,Bloomington,-86.44609833,39.05870056
07ID,Interstate Airport,Malta,-113.3050003,42.27819824
07II,St Vincent Jennings Hospital Heliport,North Vernon,-85.64080048,39.01060104
07IN,Gray Airport,Boggstown,-85.91390228,39.57369995
07K,Central City Municipal - Larry Reineke Field,Central City,-98.05169678,41.11259842
07KS,Heape Field,Augusta,-96.93669891,37.73419952
07KY,Blue Lick Airport,Louisville,-85.69329834,38.08060074
07LA,Air Oil Inc Nr 1 Heliport,Harahan,-90.183701,29.937099
07LS,LA State Police Troop F Heliport,Monroe,-91.98899841,32.51810074
07MA,West Pond Heliport,Plymouth,-70.70950317,41.91699982
07MD,Baugher's Orchard Airport,Westminster,-77.05190277,39.60829926
07ME,Westbrook Heliport,Westbrook,-70.33920288,43.73830032
07MI,Scott Airstrip,Lake,-85.02390289,43.86420059
07MN,Dairyview Airport,Hadley,-95.90950012,44.05500031
07MO,Lake Sexton Airport,Warrensburg,-93.61689758,38.65000153
07MT,Glasgow Industrial Airport,Glasgow,-106.5279999,48.42110062
07N,Bermudian Valley Airpark,Kralltown,-77.00389862,40.01679993
07NC,Hawks Meadow Airport,Waxhaw,-80.75119781,34.83319855
07NH,Diving Rock Seaplane Base,Washington,-72.06390381,43.17559814
07NJ,Hackensack UMC Palisades Heliport,North Bergen,-73.994863,40.793666
07NV,Border Line Farm Airport,Baker,-114.053472,39.102239
07NY,Mmc Heliport,Monticello,-74.76499939,42.66640091
07OH,Tennessee Gas Heliport,Claysville,-81.683503,39.9373
07OK,Pleasant Valley Airport,Snyder,-99.03369904,34.63339996
07OR,Bruce's Airport,Milwaukie,-122.6200027,45.42179871
07PN,Folmar Airport,Grassflat,-78.125278,40.998889
07SN,Churchill Airport,Phillipsburg,-99.36009979,39.77280045
07TA,Salaika Aviation Airport,Danbury,-95.344658,29.240519
07TE,Cuddihy Field,Corpus Christi,-97.51280212,27.72109985
07TN,Corntassel Airport,Vonore,-84.2410965,35.5685997
07TS,Cross-Country Estates Airport,Georgetown,-97.57279968,30.625
07TX,Pecks Heliport,Princeton,-96.44799805,33.18399811
07UT,E Northrop Grumman Airport,Howell,-112.447222,41.716667
07VA,Alpha Hotel Airport,Clover,-78.78309631,36.81959915
07VT,Meadow STOLport,Jericho,-72.91470337,44.44720078
07WA,Multicare Deaconess Hospital Heliport,Spokane,-117.424477,47.651637
07WI,Bartell Strip,Genessee Depot,-88.391502,42.965302
07XS,Allen Ponderosa Heliport,Crowley,-97.39170074,32.54219818
07Y,Hill City-Quadna Mountain Airport,Hill City,-93.59690094,46.95550156
08AK,Fisher Airport,Big Lake,-149.724439,61.569639
08AR,Crittenden Regional Hospital Heliport,West Memphis,-90.190212,35.142046
08AZ,Mesa Police Heliport,Mesa,-111.836998,33.41740036
08B,Merrymeeting Field,Bowdoinham,-69.88710022,44
08CA,Pg & E Co. Placerville Svc Center Heliport,Diamond Springs,-120.8270035,38.69490051
08CL,Kistler Ranch Airport,Jamestown,-120.5540009,37.85960007
08CN,Tulare Motor Sports #1 Heliport,Tulare,-119.306181,36.172031
08CO,Terra Firma Airport,Rush,-104.0410004,38.73249817
08CT,Seavair's Landing Seaplane Base,Winsted,-73.0931015,41.89599991
08F,City of Coalgate Airport,Coalgate,-96.23310089,34.53179932
08FA,Duda Airstrip,La Belle,-81.48370361,26.57979965
08FD,Sunniland Ranch Airport,Okeechobee,-80.77279663,27.36310005
08FL,J. H. Hendrie Farms Airport,Lake Placid,-81.3286972,27.08449936
08G,Salt Fork Lodge Heliport,Cambridge,-81.52619934,40.11090088
08GA,Sapelo Island Airport,Darien,-81.2858963,31.42580032
08ID,Symms Airport,Marsing,-116.7770004,43.56930161
08II,Parkview Lagrange Hospital Heliport,Lagrange,-85.426386,41.645085
08IL,Harms Airstrip,Tampico,-89.793999,41.577
08IN,Winona Lake Seaplane Base,Winona Lake,-85.830556,41.223056
08IS,Hemmer RLA Restricted Landing Area,Du Quoin,-89.20290375,37.97779846
08KS,Alderson Airport,Bennington,-97.58000183,39.03469849
08KY,Boss Airport,Burnside,-84.62609863,36.97259903
08LA,Air Oil Inc Nr 2 Heliport,Harahan,-90.18260193,29.95299911
08LL,Sauer Airport,Dwight,-88.48919678,41.07529831
08LS,Aeleron Airport,Grand Coteau,-92.02359772,30.40360069
08MA,Wormid Airport,Southborough,-71.49620056,42.29399872
08MD,St Joseph Hospital Heliport,Towson,-76.61000061,39.38830185
08ME,Lindbergh Airport,Avon,-70.34529877,44.81420135
08MI,Sparrow Hospital Heliport,Lansing,-84.53659821,42.73419952
08MN,Christenson Point Seaplane Base,Chisholm/Hibbing,-93.05439758,47.66939926
08MO,Twin Oaks Airport,Jasper,-94.28379822,37.39559937
08MS,Williams Field,Coldwater,-89.86830139,34.66220093
08MT,Clark Airport,Grassrange,-108.8170013,47.06389999
08N,Keller Brothers Airport,Lebanon,-76.32879639,40.29180145
08NC,Whiteheart Farm Airport,Lewisville,-80.46559906,36.06760025
08ND,Brecht Strip,Golden Valley,-102.0979996,47.32310104
08NE,Laurel Municipal Airport,Laurel,-97.07949829,42.43170166
08NH,Memorial Hospital Heliport,North Conway,-71.13580322,44.06129837
08NJ,St Barnabas Medical Center Heliport,Livingston,-74.30400085,40.76259995
08NY,Md1 Airport,Middletown,-74.50559998,41.36809921
08OH,Kenley Airport,Hartford,-80.56369781,41.29169846
08OK,Parks Airport,Wilburton,-95.25830078,34.93149948
08OL,Broken B Airport,Hydro,-98.605477,35.408087
08OR,Saxon Sycan Airport,Silver Lake,-121.1169968,42.83929825
08PA,Pocono Raceway Heliport,Pocono Pines,-75.49960327,41.0583992
08PN,Thomson Heliport,Lancaster,-76.28079987,40.04589844
08R,Richmond Airport,West Kingston,-71.62059784,41.48949814
08TA,Rancho Del Lago Heliport,Fischer,-98.22450256,29.95190048
08TE,B. J. Mc Combs Sisterdale Airport,Comfort,-98.742451,29.975331
08TS,Puesta Del Sol Airport,La Gloria,-98.504885,26.881331
08TX,Cross Wind Airport,Weatherford,-97.74749756,32.85820007
08U,Stevens-Crosby Airport,North Fork,-115.8600006,41.51570129
08VA,Springwood Airstrip,Buchanan,-79.74980164,37.55400085
08WA,Manchester Laboratory Heliport,Manchester,-122.547997,47.574299
08WI,Pierick Airport,Highland,-90.35510254,43.04359818
08XA,Knolle Ranch Airport,Snook,-96.504031,30.479253
08XS,Peterson Airport,Old Ocean,-95.77749634,29.10810089
09AA,Sheldon Chalet Heliport,Talkeetna,-150.75375,62.969888
09AK,West Beaver Airport,Big Lake,-149.847333,61.589361
09AR,Magnolia Hospital Heliport,Magnolia,-93.23989868,33.27320099
09AZ,Stronghold Airport,St David,-110.038002,31.9253006
09CA,Mee Memorial Hospital Heliport,King City,-121.132503,36.20554
09CL,Alta Sierra Airport,Grass Valley,-121.0569992,39.11380005
09CN,Tulare Motor Sports #2 Heliport,Tulare,-119.313572,36.182556
09CO,Cottonwood Field,Swink,-103.6529999,38.05559921
09FA,Placid Lakes Airport,Lake Placid,-81.4131012,27.24559975
09FD,Cheryl-Lane Landings Airport,Bushnell,-82.08730316,28.67110062
09FL,Sunnybreeze Airport,Arcadia,-81.97059631,27.05559921
09GA,Sunbelt Strip,Moultrie,-83.68409729,31.11129951
09I,International Falls Seaplane Base,International Falls,-93.3707962,48.60580063
09IA,Skydive Iowa Airport,Brooklyn,-92.40930176,41.74580002
09ID,Taylor Ranch Landing Area Airport,Moscow,-114.8550034,45.10390091
09II,Gibbons Field,Valeene,-86.44499969,38.44729996
09IL,Silver Cross Hospital Heliport,Joliet,-88.052279,41.536183
09IN,Gordon Airport,Columbia City,-85.42500305,41.1208992
09IS,Swedish American Heliport,Rockford,-89.07430267,42.26499939
09KS,Coffman Airport,Wellsville,-95.13829803,38.70700073
09KY,Baptist Hospital East Heliport,Louisville,-85.63939667,38.23899841
09LA,Era Helicopters Fourchon Helibase Heliport,Grand Isle,-90.2016983,29.12330055
09LL,Pine Hill Airport,Capron,-88.74320221,42.4681015
09LS,West Feliciana Sheriff's Office Heliport,St Francisville,-91.38459778,30.82439995
09MA,Kallander Field,Southborough,-71.50589752,42.3042984
09ME,Perrotti Skyranch Airfield,Berwick,-70.85469818,43.34080124
09MI,Michigan National Guard Headquarters Heliport,Lansing,-84.56079865,42.70809937
09MN,W Johnson Field,Hazel Run,-95.66359711,44.77999878
09MO,Hogue Farm Airport,Willard,-93.36329651,37.3783989
09N,Airhaven Airport,Staatsburg,-73.87599945,41.83259964
09NC,William Irving Lewis Airport,Broadway,-79.02999878,35.32929993
09NE,Summer Hill Farm Airport,Bennington,-96.19360352,41.33330154
09NJ,Stonebridge Farm Helistop,Somerville,-74.68650055,40.65370178
09NR,Dakota Air Ranch Airport,Ramseur,-79.650311,35.650122
09NY,Spring Lake Fire Department Heliport,Kingston,-74.04889679,41.92890167
09OK,Ragtime Aerodrome,Collinsville,-95.86389923,36.35449982
09OR,Mid-Columbia Medical Center Heliport,The Dalles,-121.163827,45.587235
09PA,Eagle Field,Port Matilda,-77.98809814,40.82699966
09PN,Hundley Residence Heliport,Kintersville,-75.1427002,40.56200027
09S,Sullivan Lake State Airport,Metaline Falls,-117.2839966,48.84090042
09TA,Lazy G Bar Ranch Airport,Decatur,-97.497002,33.282101
09TE,Running M Ranch Airport,Glen Rose,-97.86699677,32.26679993
09TN,Univ of Tennessee Medical Center Heliport,Knoxville,-83.94400024,35.94169998
09TS,Pitcock Rosillos Mountain Ranch Airport,Marathon,-103.1650009,29.48240089
09TX,Smokey Mtn Ranch Airport,Sheffield,-102.0240021,30.7390995
09VA,Alum Ridge STOLport,Floyd,-80.49389648,36.97650146
09VG,Augusta Medical Center Heliport,Fishersville,-78.98500061,38.09080124
09W,South Capitol Street Heliport,Washington,-77.00749969,38.86869812
09WA,Holy Family Hospital Heliport,Spokane,-117.4069977,47.71039963
09WI,Parkway Farm Strip,Holmen,-91.30760193,44.00360107
09XS,Baptist Medical Center Heliport,San Antonio,-98.49220276,29.43300056
09Y,Wipline Seaplane Base,Inver Grove Hgts,-93.01550293,44.8166008
0AA6,Big Salmon Heliport,Haines,-136.013611,59.403055
0AA7,Kalifonsky Meadows Airport,Kenai,-151.2352525,60.491537
0AK,Pilot Station Airport,Pilot Station,-162.899994,61.934601
0AK0,Scotts Airport,North Pole,-146.8619995,64.39250183
0AK1,Anderson Lake Airport,Wasilla,-149.3220062,61.6169014
0AK2,Yentna Bend Strip,Willow,-150.678611,61.725556
0AK3,Parker Lake Airport,Montana Creek,-150.4940033,62.03590012
0AK5,Young Creek Airport,May Creek,-142.731832,61.355352
0AK6,Victory Airport,Victory Bible Camp,-147.9440002,61.80339813
0AK7,Bradley Lake Hydroelectri Project Airstrip,Homer,-150.9589996,59.77610016
0AK8,Pollux Heliport,North Pole,-147.497501,64.895835
0AK9,Falcon Lake Strip,Point Mackenzie,-150.0590057,61.33259964
0AL0,Huntsville Field,Huntsville,-86.58889771,34.68840027
0AL1,Resort Airport,Foley,-87.6568985,30.44389915
0AL2,Clay County Hospital Heliport,Ashland,-85.83329773,33.27500153
0AL3,Hospital Pad Heliport,Evergreen,-86.94029999,31.43059921
0AL4,Dekalb Regional Medical Center Heliport,Fort Payne,-85.755793,34.442141
0AL5,Flomaton Airport,Flomaton,-87.25279999,31.03219986
0AL6,D.W. Mcmillian Memorial Hospital Heliport,Brewton,-87.07330322,31.12719917
0AL7,Gadsden Regl Medical Center Heliport,Gadsden,-85.96530151,34.00830078
0AL8,Brookwood Medical Center Heliport,Birmingham,-86.77310181,33.46390152
0AL9,Wilson Creek Airport,Florence,-87.63249969,34.84999847
0AR0,Smh Heliport,Springdale,-94.13710022,36.18149948
0AR1,Hooterville South Airport,Centerville,-93.20200348,35.09469986
0AR2,Mission Field-Marotti Memorial Airport,Crawfordsville,-90.35009766,35.26679993
0AR3,Taylor's Air Strip,Deer,-93.261001,35.898998
0AR4,Ozarks Community Hospital Heliport,Gravette,-94.46005,36.40929
0AR5,Rgnl Medical Center Heliport,Jonesboro,-90.70179749,35.83620071
0AR6,Ami National Park Medical Center Heliport,Hot Springs,-93.03099823,34.48149872
0AR7,Yancopin Airport,Watson,-91.181198,33.9501
0AR8,Howard Memorial Hospital Heliport,Nashville,-93.85209656,33.95009995
0AR9,Eureka Springs Hospital Heliport,Eureka Springs,-93.74349976,36.40010071
0AZ0,Arizona Heart Hospital Heliport,Phoenix,-112.0400009,33.48130035
0AZ1,Taylor Field,Marana,-111.3239975,32.30089951
0AZ2,Western Sky Airport,Salome,-113.6419983,33.77809906
0AZ4,Flying Bucket Ranch Airport,Mobile,-112.2870026,32.9822998
0AZ5,Castle Well Airport,Morristown,-112.6029968,33.86589813
0AZ6,St Joseph's Hospital Heliport,Phoenix,-112.0770035,33.4817009
0AZ7,Sunstate Heliport,Phoenix,-111.9629974,33.44369888
0B2,Brewer Airport,Brewer,-68.76779938,44.76369858
0B7,Warren-Sugarbush Airport,Warren,-72.82710266,44.11669922
0C1,Triple R Airport,Dearborn,-94.78050232,39.4878006
0C2,Hinckley Airport,Hinckley,-88.70339966,41.77090073
0C5,Canadian Lakes Airport,Mecosta,-85.2806015,43.57640076
0C7,Grandpas' Farm Mendota Airport,Mendota,-89.132599,41.521999
0C8,Cushing Field Ltd Airport,Newark,-88.60559845,41.51950073
0C9,Coach & Paddock Heliport,Clinton,-74.97570038,40.63819885
0CA0,Drew Medical Center Heliport,Los Angeles,-118.241997,33.923302
0CA1,Northside Airpark,Santa Maria,-120.4580002,34.98830032
0CA2,Va Greater Los Angeles Health Care Center Heliport,West Los Angeles,-118.4560013,34.04919815
0CA3,Crawford Airport,Santa Ynez,-120.0130005,34.58750153
0CA4,Shepherd Ranch Airport,Santa Ynez,-120.0650024,34.62220001
0CA5,Hoffman Private Airport,Santa Ysabel,-116.7450027,33.14310074
0CA6,Emory Ranch Airport,Ocotillo,-116.0161111,32.7494444
0CA7,Boeing Seal Beach (Rooftop) Heliport,Seal Beach,-118.0879974,33.75699997
0CA8,Ward Ranch Airport,Aguanga,-116.8430023,33.42779922
0CA9,Blech Ranch Airport,Shandon,-120.3389969,35.59500122
0CD0,Delta County Memorial Hospital Heliport,Delta,-108.047973,38.745155
0CD1,Colorado Plains Medical Center Heliport,Fort Morgan,-103.7963389,40.2610917
0CD2,Foxx Valley Airport,Yoder,-104.2340012,38.65250015
0CD3,Branch's Heliport,Kersey,-104.5279999,40.34799957
0CD4,Kauffman Heliport,Denver,-104.887001,40.14630127
0CD5,Pinon Canyon Airport,Trinidad,-104.1439972,37.4905014
0CD6,Exempla Good Samaritan Heliport,Lafayette,-105.0849991,39.97169876
0CD7,Fox Hole Airport,Lafayette,-105.0719986,40.00469971
0CD8,Prowers Medical Center Heliport,Lamar,-102.6090012,38.07109833
0CD9,Swedish S.W. Medical Heliport,Littleton,-105.0910034,39.60309982
0CL0,Yosemite Hidden Lake Ranch Airport,Raymond,-119.913002,37.11800003
0CL1,Krey Field Airport,Adelanto,-117.5559998,34.56940079
0CL2,Parking Lot Heliport,Chula Vista,-117.0849991,32.59389877
0CL3,John Nichol's Field Airport,Chula Vista,-116.8929977,32.6330986
0CL4,Glen Fed Heliport,Glendale,-118.2549973,34.15719986
0CL5,The Atrium Heliport,Irvine,-117.8580017,33.67060089
0CL6,Bohunk's Airpark,Lancaster,-118.2829971,34.69469833
0CL7,Good Samaritan Hospital Heliport,Los Angeles,-118.264967,34.054901
0CL8,Tera Ultralightport,Ridgecrest,-117.6340027,35.59130096
0CL9,Sce San Jacinto Valley Service Center Heliport,Romoland,-117.151001,33.74110031
0CN1,Fiorini Ranch Airport,Delhi,-120.764758,37.452178
0CN2,Sutter Butte Dusters Airport,Live Oak,-121.688265,39.228622
0CO0,Longmont United Hospital Heliport,Longmont,-105.1259995,40.17890167
0CO1,Dave's Airport,Louisville,-105.1240005,40.03329849
0CO2,Crested Butte Airpark,Crested Butte,-106.928341,38.851918
0CO3,Greggs Nr 1 Airport,Bennett,-104.544997,39.8894
0CO4,Geo-Seis Helicopters Heliport,Fort Collins,-105.0459976,40.58990097
0CO5,Chenoweth Airport,Last Chance,-103.5899963,39.83330154
0CO6,Flying M & M Ranch Airport,Norwood,-108.2129974,38.2193985
0CO7,Century Helicopters Heliport,Fort Collins,-105.0400009,40.58549881
0CO8,Cartwheel Airport,Mead,-105.0130005,40.20830154
0CO9,Van Treese Airport,Monte Vista,-106.0339966,37.65829849
0CT0,Sharon Hospital Heliport,Sharon,-73.48100281,41.88119888
0CT1,Bristol-Myers Squibb Company Heliport,Wallingford,-72.7562027,41.48479843
0CT2,Windham Hospital Heliport,Willimantic,-72.22589874,41.71699905
0CT3,N B G H Heliport,New Britain,-72.78790283,41.66159821
0CT4,Burke Heliport,Prospect,-72.93979645,41.50619888
0CT5,St Francis Hospital Heliport,Hartford,-72.6989975,41.7745018
0CT6,Middletown Heliport,Middletown,-72.70449829,41.59680176
0CT7,Bridgeport Hospital Heliport,Bridgeport,-73.16619873,41.18840027
0CT8,Danbury Hospital Heliport,Danbury,-73.44470215,41.4056015
0CT9,Hartford Hospital Heliport,Hartford,-72.67870331,41.75450134
0D6,Wilber Municipal Airport,Wilber,-96.9878006,40.47499847
0D7,Ada Airport,Ada,-83.82910156,40.79059982
0D9,Air Park North,Alba,-84.9587,44.958
0.00E+00,Corydon Airport,Corydon,-93.24130249,40.75450134
0FA0,Doral Resort & Country Club Heliport,Miami,-80.33889771,25.81290054
0FA1,Ott's Landing Airport,Arcadia,-81.880403,27.3039
0FA2,Doctors Memorial Hospital #2 Heliport,Perry,-83.592732,30.119753
0FA5,Briley Farm Seaplane Base,Oakland,-81.6286111,28.5727778
0FD0,The 2A Ranch Airport,Ormond Beach,-81.230103,29.2675
0FD1,Panhandle Helicopter Llc Heliport,Panama City Beach,-85.87220001,30.21409988
0FD2,Dolphin Stadium Heliport,Miami,-80.2370026,25.95999264
0FD3,Dugger Field,Freeport,-86.09380341,30.49640083
0FD4,Cloverleaf Farms Ii Inc. Heliport,Reddick,-82.20819855,29.3614006
0FD5,Breezy Knoll Airport,Defuniak Springs,-86.3443985,30.82019997
0FD6,Fulton Seaplane Base,Sebastian,-80.48639679,27.90749931
0FD9,Joy Farms Airport,Defuniak Springs,-86.10939789,30.65209961
0FL0,Harper's Fly-In Ranch Airport,Clewiston,-81.16390228,26.73060036
0FL1,Thompson Airfield,Branford,-82.83560181,29.98329926
0FL2,Alligator Drink Seaplane Base,Geneva,-81.16419983,28.78779984
0FL3,Old Town Ems Heliport,Old Town,-82.98169708,29.60280037
0FL4,Jackson Heliport,Alford,-85.37830353,30.70499992
0FL5,Lake Conway South Seaplane Base,Belle Isle,-81.34970093,28.45859909
0FL6,Stanchester Airport,Lithia,-82.140098,27.805901
0FL7,Wcpx Tv-6 Heliport,Orlando,-81.41940308,28.61030006
0FL8,Gary Gale Seaplane Base,Jacksonville,-81.68190002,30.19389915
0FL9,Mc Daniel Ranch Inc. Airport,Clewiston,-81.02310181,26.39389992
0G0,North Buffalo Suburban Airport,Lockport,-78.7033,43.103199
0G5,Grand Marais/Cook County Seaplane Base,Grand Marais,-90.3835,47.8263
0GA0,Halls Flying Ranch Airport,Hampton,-84.36710358,33.35620117
0GA1,Mustang Field,Hartwell,-82.89710236,34.47790146
0GA2,"Airnautique, Inc. Airport",Hartwell,-82.9457016,34.37789917
0GA3,Ayresouth Airport,Temple,-85.06079865,33.77009964
0GA4,Paradise Falls Airport,High Shoals,-83.50569916,33.81290054
0GA5,Big Canoe Heliport,Jasper,-84.28910065,34.45479965
0GA6,Sunset Strip,Jersey,-83.81880188,33.73339844
0GA7,Hickory Level Airfield,Temple,-84.99990082,33.6833992
